4.500739051642690924e+02,4.879677754587425511e+02,1.000000000000000000e+00
3.782801990863495689e+02,3.709496054180107194e+02,1.000000000000000000e+00
2.402681588104885577e+02,6.697207083486777890e+01,1.000000000000000000e+00
1.384899304366118429e+02,1.409289016970544424e+02,1.000000000000000000e+00
5.519209479078562026e+02,6.369209479078562026e+02,1.000000000000000000e+00
3.093937318777790324e+02,1.789804595165331307e+02,1.000000000000000000e+00
6.147414468581267784e+02,6.769902249807148564e+02,1.000000000000000000e+00
2.151162511203321515e+02,1.969382666779565056e+02,1.000000000000000000e+00
5.694302669777135861e+02,5.369554894591423135e+02,1.000000000000000000e+00
4.006867352775339555e+02,2.419517867356852037e+02,1.000000000000000000e+00
4.897499349059762608e+02,3.319522445649006386e+02,2.000000000000000000e+00
3.362198667098034548e+02,2.179517867356857721e+02,2.000000000000000000e+00
5.102962877760116385e+02,4.829415070147561551e+02,2.000000000000000000e+00
3.021194056998775750e+02,-1.498097461252631213e+00,2.000000000000000000e+00
4.354877852076189129e+02,4.399837136101585315e+02,2.000000000000000000e+00
5.984017496822863222e+02,6.279582772835588003e+02,2.000000000000000000e+00
3.162220352141076205e+02,3.389086065400785515e+02,2.000000000000000000e+00
2.859991912261883726e+02,-2.242941080463664250e+00,2.000000000000000000e+00
2.640037992126563040e+02,7.191324986275766662e+01,2.000000000000000000e+00
4.863587725349822790e+02,4.099520061363934929e+02,2.000000000000000000e+00
4.139029996408987131e+02,3.279086065400783809e+02,2.000000000000000000e+00
4.602145925925012193e+02,3.449946358022966137e+02,2.000000000000000000e+00
4.830544920826399107e+02,4.639899119363557816e+02,2.000000000000000000e+00
4.526688242284405987e+02,2.779212514854393703e+02,2.000000000000000000e+00
3.783556758769275348e+02,1.809237523601892406e+02,2.000000000000000000e+00
3.800754263236550514e+02,2.919231963286370046e+02,2.000000000000000000e+00
4.399424132936221099e+02,3.989040221560370583e+02,2.000000000000000000e+00
1.174899304366119566e+02,1.389289016970545845e+02,2.000000000000000000e+00
3.748897219678548254e+02,3.989936478259494947e+02,2.000000000000000000e+00
4.507082584996238097e+02,3.819894523743434434e+02,2.000000000000000000e+00
2.053293999574536599e+02,1.539804595165327612e+02,2.000000000000000000e+00
5.235616186597802653e+02,4.299282288477575662e+02,2.000000000000000000e+00
5.733310897755568476e+02,5.099932693266740671e+02,2.000000000000000000e+00
1.992243829054060598e+02,-1.749605319068919584e+00,2.000000000000000000e+00
2.578672188380170383e+02,4.694876237750781200e+01,2.000000000000000000e+00
3.731530095178083570e+02,2.939242088996908251e+02,2.000000000000000000e+00
5.358433676387674041e+02,2.299517867356855163e+02,2.000000000000000000e+00
2.392202152307862661e+02,8.795234436925895238e+01,2.000000000000000000e+00
6.606627671343175052e+02,4.789415070147562119e+02,2.000000000000000000e+00
4.821681677378711015e+02,3.059242088996908251e+02,2.000000000000000000e+00
3.014000089766328756e+02,2.739900121184548425e+02,3.000000000000000000e+00
3.387590186689108123e+02,3.489758811457419370e+02,3.000000000000000000e+00
4.227997762579377650e+02,4.609837136101584747e+02,3.000000000000000000e+00
