3.309469462297834070e+02,2.869242088996908251e+02,1.000000000000000000e+00
2.679040221560371720e+02,4.306660193865326960e+02,1.000000000000000000e+00
2.376193377864335048e+02,2.029382666779563351e+02,1.000000000000000000e+00
1.917060762424639222e+02,4.192499283884609440e+01,1.000000000000000000e+00
3.163313218611921229e+02,2.069028367572495881e+02,1.000000000000000000e+00
2.476193377864333343e+02,2.189382666779565056e+02,1.000000000000000000e+00
2.379506133423655001e+02,2.189382666779565056e+02,1.000000000000000000e+00
1.809804495844078644e+02,7.597207083486784995e+01,1.000000000000000000e+00
2.025303145911189233e+02,2.909040524182217382e+02,1.000000000000000000e+00
1.627740762582630225e+02,2.639517867356848342e+02,1.000000000000000000e+00
-1.048351882049632255e+00,1.550390107747877266e+02,2.000000000000000000e+00
-2.278833937645502239e+00,4.207786281309843446e+01,2.000000000000000000e+00
8.778058405873504455e+01,-2.312482628118504024e+00,2.000000000000000000e+00
4.516948127397211010e+02,3.579040221560372856e+02,2.000000000000000000e+00
5.974582630973883397e+02,5.679072513275322081e+02,2.000000000000000000e+00
4.473794911130731293e+02,3.789520061363936065e+02,2.000000000000000000e+00
3.407813737140687067e+02,2.409212514854387450e+02,2.000000000000000000e+00
4.768013693693256982e+01,-4.879000345030597430e+00,2.000000000000000000e+00
4.233873395060453504e+02,3.039946358022963864e+02,2.000000000000000000e+00
3.499759080569212415e+02,2.369212514854386029e+02,2.000000000000000000e+00
6.076885894175163685e+02,4.839550314806534743e+02,2.000000000000000000e+00
6.214397133628949632e+02,5.419072513275322081e+02,2.000000000000000000e+00
5.554621343746234743e+02,4.219869349425992482e+02,2.000000000000000000e+00
3.547911488966037155e+02,1.539382666779564488e+02,2.000000000000000000e+00
4.649550314806531333e+02,5.274662736104912710e+02,2.000000000000000000e+00
3.649520061363936065e+02,3.919312875583020173e+02,2.000000000000000000e+00
1.216212183098705992e+02,1.198966566064360251e+01,2.000000000000000000e+00
6.168231171574558402e+02,4.529677754587432332e+02,2.000000000000000000e+00
6.189292468629834048e+02,4.429677754587430627e+02,2.000000000000000000e+00
3.604626552175255938e+02,1.769010625817656717e+02,2.000000000000000000e+00
6.996298789138281791e+02,4.969932693266739534e+02,2.000000000000000000e+00
5.976563777796602608e+02,1.709382666779563920e+02,2.000000000000000000e+00
7.880754801148233355e+02,7.083081732950594187e+02,2.000000000000000000e+00
6.502108984165284937e+02,4.439899119363557816e+02,2.000000000000000000e+00
7.117869254931505338e+02,6.009588352808212903e+02,2.000000000000000000e+00
6.398038421972524930e+02,9.587942367041213174e+02,2.000000000000000000e+00
6.536241855477969693e+02,6.239869687647722003e+02,2.000000000000000000e+00
6.367387642640092054e+02,5.499978945180509982e+02,2.000000000000000000e+00
6.872370250916163741e+02,6.059901911475150200e+02,2.000000000000000000e+00
6.269854889305996721e+02,5.399274446530021123e+02,2.000000000000000000e+00
4.470945113280680516e+02,5.389212850851646408e+02,3.000000000000000000e+00
4.655029672110001115e+02,5.699554894591423135e+02,3.000000000000000000e+00
3.910197802662545996e+02,4.329555892960402730e+02,3.000000000000000000e+00
2.599235355457871606e+02,4.297696360637187922e+02,3.000000000000000000e+00
4.439136036778067478e+02,4.249555892960402161e+02,3.000000000000000000e+00
8.729552511767168710e+01,-1.450829192635985754e+00,3.000000000000000000e+00
3.259312875583021878e+02,3.919520061363934360e+02,3.000000000000000000e+00
3.909328155092270549e+02,3.709040221560371720e+02,3.000000000000000000e+00
6.379482276976666526e+02,7.149137128294458989e+02,3.000000000000000000e+00
3.187362389036181298e+02,3.649496054180107194e+02,3.000000000000000000e+00
